-1	-1	-1	65	76	-1	-1	0	1	0
-1	-1	-1	102	72	-1	-1	1	2	0
-1	-1	-1	110	70	-1	-1	2	3	1
-1	-1	-1	96	66	-1	-1	3	4	1
-1	-1	-1	95	62	-1	-1	4	5	1
-1	-1	-1	91	60	-1	-1	5	6	2
-1	-1	-1	96	58	-1	-1	6	7	2
-1	-1	-1	57	54	-1	-1	7	8	2
-1	-1	-1	48	52	-1	-1	8	9	2
-1	-1	-1	38	50	-1	-1	9	10	2
-1	-1	-1	24	48	-1	-1	10	11	2
-1	-1	-1	71	168	-1	-1	11	15	2
-1	-1	-1	63	170	-1	-1	15	20	3
-1	-1	-1	39	388	-1	-1	20	40	3
-1	-1	-1	4	150	-1	-1	40	60	3
-1	-1	-1	3	80	-1	-1	60	100	3
3	38	-1	-1	-1	-1	-1	0	1	-1
68	272	-1	-1	-1	-1	-1	1	10	-1
