-1	-1	-1	35	188.4167	-1	-1	.166667	.5	0
-1	-1	-1	46	119.3417	-1	-1	.5	.666667	0
-1	-1	-1	117	249.2583	-1	-1	.666667	1	0
-1	-1	-1	61	168.4	-1	-1	1	2	0
-1	-1	-1	104	235.7333	-1	-1	2	3	1
-1	-1	-1	83	223.4083	-1	-1	3	4	1
-1	-1	-1	51	199.675	-1	-1	4	5	1
-1	-1	-1	49	175.85	-1	-1	5	6	2
-1	-1	-1	39	127.2417	-1	-1	6	7	2
-1	-1	-1	7	83.74167	-1	-1	7	8	2
-1	-1	-1	14	71.775	-1	-1	8	9	2
-1	-1	-1	13	69.98333	-1	-1	9	10	2
-1	-1	-1	7	55.825	-1	-1	10	11	2
184	1989	577	-1	-1	-1	-1	0	2	-1
64	297	107	-1	-1	-1	-1	2	6	-1
75	214	132	-1	-1	-1	-1	6	10	-1
13	45	30	-1	-1	-1	-1	10	20	-1
8	55	29	-1	-1	-1	-1	20	30	-1
6	47	19	-1	-1	-1	-1	30	40	-1
7	102	29	-1	-1	-1	-1	40	100	-1
