-1	-1	-1	96	72	-1	-1	0	1	0
-1	-1	-1	99	70	-1	-1	1	2	0
-1	-1	-1	99	66	-1	-1	2	3	1
-1	-1	-1	86	64	-1	-1	3	4	1
-1	-1	-1	59	60	-1	-1	4	5	1
-1	-1	-1	27	58	-1	-1	5	6	2
-1	-1	-1	27	54	-1	-1	6	7	2
-1	-1	-1	24	52	-1	-1	7	8	2
-1	-1	-1	19	50	-1	-1	8	9	2
-1	-1	-1	14	48	-1	-1	9	10	2
-1	-1	-1	12	46	-1	-1	10	11	2
-1	-1	-1	43	160	-1	-1	11	15	2
-1	-1	-1	36	162	-1	-1	15	20	3
-1	-1	-1	33	372	-1	-1	20	40	3
-1	-1	-1	3	144	-1	-1	40	60	3
-1	-1	-1	3	76	-1	-1	60	100	3
5	36	-1	-1	-1	-1	-1	0	1	-1
105	260	-1	-1	-1	-1	-1	1	10	-1
