-1	-1	-1	182	55	-1	-1	0	1	0
-1	-1	-1	271	55	-1	-1	1	2	0
-1	-1	-1	311	50	-1	-1	2	3	1
-1	-1	-1	242	50	-1	-1	3	4	1
-1	-1	-1	146	45	-1	-1	4	5	1
-1	-1	-1	122	45	-1	-1	5	6	2
-1	-1	-1	112	45	-1	-1	6	7	2
-1	-1	-1	82	40	-1	-1	7	8	2
-1	-1	-1	39	40	-1	-1	8	9	2
-1	-1	-1	30	35	-1	-1	9	10	2
-1	-1	-1	18	35	-1	-1	10	11	2
-1	-1	-1	9	35	-1	-1	11	12	2
-1	-1	-1	3	35	-1	-1	12	13	2
-1	-1	-1	8	30	-1	-1	13	14	2
-1	-1	-1	12	30	-1	-1	14	15	2
-1	-1	-1	52	130	-1	-1	15	20	3
-1	-1	-1	20	100	-1	-1	20	25	3
-1	-1	-1	16	80	-1	-1	25	30	3
-1	-1	-1	12	115	-1	-1	30	40	3
-1	-1	-1	7	70	-1	-1	40	50	3
-1	-1	-1	12	120	-1	-1	50	100	3
