-1	-1	-1	60	32	-1	-1	0	1	0
-1	-1	-1	64	30	-1	-1	1	2	0
-1	-1	-1	72	28	-1	-1	2	3	1
-1	-1	-1	80	28	-1	-1	3	4	1
-1	-1	-1	79	26	-1	-1	4	5	1
-1	-1	-1	76	26	-1	-1	5	6	2
-1	-1	-1	70	24	-1	-1	6	7	2
-1	-1	-1	64	22	-1	-1	7	8	2
-1	-1	-1	61	22	-1	-1	8	9	2
-1	-1	-1	59	20	-1	-1	9	10	2
-1	-1	-1	52	20	-1	-1	10	11	2
-1	-1	-1	48	20	-1	-1	11	12	2
-1	-1	-1	44	18	-1	-1	12	13	2
-1	-1	-1	35	18	-1	-1	13	14	2
-1	-1	-1	30	16	-1	-1	14	15	2
-1	-1	-1	87	72	-1	-1	15	20	3
-1	-1	-1	57	58	-1	-1	20	25	3
-1	-1	-1	36	46	-1	-1	25	30	3
-1	-1	-1	39	64	-1	-1	30	40	3
-1	-1	-1	20	40	-1	-1	40	50	3
-1	-1	-1	34	68	-1	-1	50	100	3
